Table WBPth
Time,Subject,Phase,Recording,f,TVb,MVb,Penh,PAU,Rpef,Comp,PIFb,PEFb,Ti,Te,EF50,Tr,Tbody,Tc,RH,Rinx,
9/28/2012 10:07:17 AM,8034x13140_5,D-3,Original,384.361175537109,0.155659288167953,59.8293838500977,0.510693609714508,1.60478627681732,0.0828647017478943,12.843165397644,7.3536639213562,2.31523060798645,0.035424530506134,0.120678648352623,0.113048143684864,0.0463587641716003,37.5,28.4727935791016,36.6353492736816,83.3333358764648,
9/28/2012 10:07:18 AM,Site Acknowledgement Changed: True,,,,,,,,,,,,,,,,,,,,
9/28/2012 10:07:18 AM,Measurement 1,,,,,,,,,,,,,,,,,,,,
9/28/2012 10:07:18 AM,Waiting for 1...,,,,,,,,,,,,,,,,,,,,
9/28/2012 10:07:18 AM,Create measurement '1'. Duration: 00:05:00,,,,,,,,,,,,,,,,,,,,
9/28/2012 10:07:18 AM,Site Acknowledgement Changed: False,,,,,,,,,,,,,,,,,,,,
9/28/2012 10:07:19 AM,8034x13140_5,D-3,Original,563.3779296875,0.322823822498322,184.410507202148,0.972534537315369,1.14133894443512,0.360583186149597,12.8539094924927,9.40812683105469,9.28244590759277,0.0493501089513302,0.0626809448003769,0.646294176578522,0.0320719517767429,37.5,28.4727478027344,36.8174743652344,40,
9/28/2012 10:07:21 AM,8034x13140_5,D-3,Original,571.646606445313,0.441472768783569,247.995422363281,1.03106355667114,0.836982250213623,0.380843818187714,12.8555603027344,11.8349590301514,14.608416557312,0.0554626137018204,0.0503058433532715,1.10021364688873,0.0275669526308775,37.5,28.468599319458,36.8896102905273,10.5263156890869,
9/28/2012 10:07:23 AM,8034x13140_5,D-3,Original,530.516052246094,0.409448951482773,216.029830932617,0.975097119808197,0.934254348278046,0.342350572347641,12.8559665679932,11.4250917434692,12.6030378341675,0.053634911775589,0.064051516354084,0.911092340946198,0.033951111137867,37.5,28.4654769897461,36.9297065734863,5.88235282897949,
9/28/2012 10:07:25 AM,8034x13140_5,D-3,Original,559.176513671875,0.263669222593308,144.802124023438,0.697919011116028,0.984093248844147,0.251148045063019,12.8532094955444,9.07315444946289,6.50281858444214,0.0444229505956173,0.0685699805617332,0.384508162736893,0.034217044711113,37.5,28.4596118927002,36.9458885192871,11.1111106872559,
9/28/2012 10:07:27 AM,8034x13140_5,D-3,Original,669.736999511719,0.193723887205124,127.388572692871,0.607524216175079,0.766879558563232,0.328568041324615,12.8548622131348,8.10323715209961,6.36693811416626,0.0374817848205566,0.0546277090907097,0.418748497962952,0.0315876640379429,37.5,28.4517116546631,37.0582580566406,30,
9/28/2012 10:07:29 AM,8034x13140_5,D-3,Original,589.019714355469,0.196575060486794,117.898178100586,0.808007717132568,1.17548334598541,0.240829169750214,12.8515481948853,7.9244704246521,5.12314653396606,0.0397992059588432,0.0653564259409904,0.312736958265305,0.0309807397425175,37.5,28.4452171325684,37.0716400146484,42.8571434020996,
9/28/2012 10:07:31 AM,8034x13140_5,D-3,Original,638.353210449219,0.224652826786041,139.014862060547,0.731705546379089,0.914602637290955,0.308160126209259,12.8585977554321,8.72434997558594,7.10773420333862,0.0402170866727829,0.0579092241823673,0.480276972055435,0.0296970941126347,37.5,28.4502487182617,37.1370010375977,10,
9/28/2012 10:07:33 AM,8034x13140_5,D-3,Original,628.085571289063,0.174548327922821,107.96411895752,0.597112238407135,0.880621075630188,0.273712247610092,12.8557891845703,7.68081712722778,5.11607646942139,0.0364810936152935,0.0624157600104809,0.297266006469727,0.0333557985723019,37.5,28.4525775909424,37.0646018981934,5,
9/28/2012 10:07:35 AM,8034x13140_5,D-3,Original,550.229309082031,0.360628962516785,196.761871337891,0.662429511547089,0.881109774112701,0.321299523115158,12.842921257019,11.5714292526245,8.79141521453857,0.0487915053963661,0.0649888440966606,0.575933039188385,0.0357258841395378,37.5,28.4523029327393,36.8498840332031,11.1111106872559,
9/28/2012 10:07:37 AM,8034x13140_5,D-3,Original,612.94677734375,0.204249456524849,117.658180236816,0.712233424186707,0.920016050338745,0.301384687423706,12.8331365585327,7.74012422561646,6.09752416610718,0.0410173907876015,0.0620030499994755,0.401720196008682,0.0322842001914978,37.5,28.4625072479248,36.5750007629395,15,
9/28/2012 10:07:39 AM,8034x13140_5,D-3,Original,624.229858398438,0.242676496505737,148.9658203125,0.661276459693909,0.779397249221802,0.350104093551636,12.8171892166138,8.68452167510986,7.30186653137207,0.0425828248262405,0.0562707558274269,0.475748211145401,0.0318763740360737,37.5,28.4619235992432,36.3103866577148,21.0526313781738,
9/28/2012 10:07:41 AM,8034x13140_5,D-3,Original,588.586730957031,0.192514985799789,109.77466583252,0.468945443630219,0.792597353458405,0.271514445543289,12.8026456832886,7.84963035583496,4.57412147521973,0.0390709266066551,0.075395405292511,0.264782130718231,0.0429345779120922,37.5,28.4540977478027,36.1459045410156,11.764705657959,
9/28/2012 10:07:43 AM,8034x13140_5,D-3,Original,616.590087890625,0.19643223285675,115.326438903809,0.539825320243835,0.743749618530273,0.336550861597061,12.8043766021729,7.7535228729248,5.36295795440674,0.0385802872478962,0.0648422241210938,0.311825335025787,0.0384396724402905,37.5,28.454626083374,36.1699752807617,5.88235282897949,
9/28/2012 10:07:45 AM,8034x13140_5,D-3,Original,557.225402832031,0.251929253339767,141.629684448242,0.53058922290802,0.873832881450653,0.241075024008751,12.8123617172241,9.85196590423584,6.04569625854492,0.0416037328541279,0.0771373808383942,0.371097564697266,0.044254656881094,37.5,28.4604473114014,36.2440299987793,26.6666660308838,
9/28/2012 10:07:47 AM,8034x13140_5,D-3,Original,421.931915283203,0.152270570397377,61.1842575073242,0.494302213191986,0.974402546882629,0.202775582671165,12.8106460571289,6.59485626220703,3.14237070083618,0.0391358956694603,0.117081113159657,0.149206519126892,0.0607600584626198,37.5,28.4646625518799,36.1700477600098,20,
